locus_tag	ftype	length_bp	gene	EC_number	COG	product
EPBGNNHA_01497	gene	387				
EPBGNNHA_01497	CDS	387				hypothetical protein
EPBGNNHA_01498	gene	1179				
EPBGNNHA_01498	CDS	1179				IS256 family transposase ISEf1
EPBGNNHA_01499	gene	327				
EPBGNNHA_01499	CDS	327				hypothetical protein
EPBGNNHA_01500	gene	243	fosX			
EPBGNNHA_01500	CDS	243	fosX		COG0346	Fosfomycin resistance protein FosX
EPBGNNHA_01501	gene	291				
EPBGNNHA_01501	CDS	291				hypothetical protein
EPBGNNHA_01502	gene	693	smc_2			
EPBGNNHA_01502	CDS	693	smc_2			Chromosome partition protein Smc
EPBGNNHA_01503	gene	624				
EPBGNNHA_01503	CDS	624				hypothetical protein
EPBGNNHA_01504	gene	723	ycfH			
EPBGNNHA_01504	CDS	723	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
EPBGNNHA_01505	gene	738	ssuB			
EPBGNNHA_01505	CDS	738	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
EPBGNNHA_01506	gene	993	thiY			
EPBGNNHA_01506	CDS	993	thiY		COG0715	Formylaminopyrimidine-binding protein
EPBGNNHA_01507	gene	744	ribX			
EPBGNNHA_01507	CDS	744	ribX			Riboflavin transport system permease protein RibX
EPBGNNHA_01508	gene	1323	garB			
EPBGNNHA_01508	CDS	1323	garB	1.8.1.16		Glutathione amide reductase
EPBGNNHA_01509	gene	309				
EPBGNNHA_01509	CDS	309				hypothetical protein
EPBGNNHA_01510	gene	693	opuCA_1			
EPBGNNHA_01510	CDS	693	opuCA_1	7.6.2.9	COG1125	Carnitine transport ATP-binding protein OpuCA
EPBGNNHA_01511	gene	1539				
EPBGNNHA_01511	CDS	1539				hypothetical protein
EPBGNNHA_01512	gene	288				
EPBGNNHA_01512	CDS	288				hypothetical protein
EPBGNNHA_01513	gene	669				
EPBGNNHA_01513	CDS	669				hypothetical protein
EPBGNNHA_01514	gene	741				
EPBGNNHA_01514	CDS	741				hypothetical protein
EPBGNNHA_01515	gene	948	exuR_1			
EPBGNNHA_01515	CDS	948	exuR_1		COG1609	putative HTH-type transcriptional repressor ExuR
EPBGNNHA_01516	gene	765				
EPBGNNHA_01516	CDS	765				hypothetical protein
EPBGNNHA_01517	gene	390				
EPBGNNHA_01517	CDS	390				hypothetical protein
EPBGNNHA_01518	gene	543				
EPBGNNHA_01518	CDS	543				hypothetical protein
EPBGNNHA_01519	gene	615				
EPBGNNHA_01519	CDS	615				hypothetical protein
EPBGNNHA_01520	gene	894				
EPBGNNHA_01520	CDS	894				hypothetical protein
EPBGNNHA_01521	gene	927	ppaC			
EPBGNNHA_01521	CDS	927	ppaC	3.6.1.1	COG1227	putative manganese-dependent inorganic pyrophosphatase
EPBGNNHA_01522	gene	762	pflA			
EPBGNNHA_01522	CDS	762	pflA	1.97.1.4		Pyruvate formate-lyase-activating enzyme
EPBGNNHA_01523	gene	2232	pflB			
EPBGNNHA_01523	CDS	2232	pflB	2.3.1.54		Formate acetyltransferase
EPBGNNHA_01524	gene	2451	parC			
EPBGNNHA_01524	CDS	2451	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
EPBGNNHA_01525	gene	2046	parE			
EPBGNNHA_01525	CDS	2046	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
EPBGNNHA_01526	gene	435	yccU			
EPBGNNHA_01526	CDS	435	yccU		COG1832	putative protein YccU
EPBGNNHA_01527	gene	639	plsY			
EPBGNNHA_01527	CDS	639	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
EPBGNNHA_01528	gene	876	lacX			
EPBGNNHA_01528	CDS	876	lacX			Protein LacX, plasmid
EPBGNNHA_01529	gene	792	codY			
EPBGNNHA_01529	CDS	792	codY		COG4465	GTP-sensing transcriptional pleiotropic repressor CodY
EPBGNNHA_01530	gene	1401	clpY			
EPBGNNHA_01530	CDS	1401	clpY		COG1220	ATP-dependent protease ATPase subunit ClpY
EPBGNNHA_01531	gene	549	hslV			
EPBGNNHA_01531	CDS	549	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
EPBGNNHA_01532	gene	906	xerC_9			
EPBGNNHA_01532	CDS	906	xerC_9		COG4974	Tyrosine recombinase XerC
EPBGNNHA_01533	gene	1326	trmFO			
EPBGNNHA_01533	CDS	1326	trmFO	2.1.1.74	COG1206	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
EPBGNNHA_01534	gene	2079	topA			
EPBGNNHA_01534	CDS	2079	topA	5.6.2.1		DNA topoisomerase 1
EPBGNNHA_01535	gene	858	dprA			
EPBGNNHA_01535	CDS	858	dprA		COG0758	DNA processing protein DprA
EPBGNNHA_01536	gene	768	rnhB			
EPBGNNHA_01536	CDS	768	rnhB	3.1.26.4	COG0164	Ribonuclease HII
EPBGNNHA_01537	gene	861	rbgA			
EPBGNNHA_01537	CDS	861	rbgA		COG1161	Ribosome biogenesis GTPase A
EPBGNNHA_01538	gene	399				
EPBGNNHA_01538	CDS	399				hypothetical protein
EPBGNNHA_01539	gene	543	folT_2			
EPBGNNHA_01539	CDS	543	folT_2			Folate transporter FolT
EPBGNNHA_01540	gene	552	sipV			
EPBGNNHA_01540	CDS	552	sipV	3.4.21.89	COG0681	Signal peptidase I V
EPBGNNHA_01541	gene	228				
EPBGNNHA_01541	CDS	228				hypothetical protein
EPBGNNHA_01542	gene	519	msrA_1			
EPBGNNHA_01542	CDS	519	msrA_1	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
EPBGNNHA_01543	gene	714				
EPBGNNHA_01543	CDS	714				hypothetical protein
EPBGNNHA_01544	gene	897				
EPBGNNHA_01544	CDS	897				hypothetical protein
EPBGNNHA_01545	gene	843				
EPBGNNHA_01545	CDS	843			COG1307	DegV domain-containing protein
EPBGNNHA_01546	gene	654				
EPBGNNHA_01546	CDS	654				hypothetical protein
EPBGNNHA_01547	gene	528	folA_2			
EPBGNNHA_01547	CDS	528	folA_2	1.5.1.3		Dihydrofolate reductase
EPBGNNHA_01548	gene	948	thyA			
EPBGNNHA_01548	CDS	948	thyA	2.1.1.45	COG0207	Thymidylate synthase
EPBGNNHA_01549	gene	1887	ettA			
EPBGNNHA_01549	CDS	1887	ettA		COG0488	Energy-dependent translational throttle protein EttA
EPBGNNHA_01550	gene	2079				
EPBGNNHA_01550	CDS	2079				hypothetical protein
EPBGNNHA_01551	gene	276				
EPBGNNHA_01551	CDS	276				hypothetical protein
EPBGNNHA_01552	gene	456				
EPBGNNHA_01552	CDS	456				hypothetical protein
EPBGNNHA_01553	gene	1209	cca			
EPBGNNHA_01553	CDS	1209	cca	2.7.7.72		CCA-adding enzyme
EPBGNNHA_01554	gene	333	ypjD			
EPBGNNHA_01554	CDS	333	ypjD		COG1694	putative protein YpjD
EPBGNNHA_01555	gene	876				
EPBGNNHA_01555	CDS	876				hypothetical protein
EPBGNNHA_01556	gene	582				
EPBGNNHA_01556	CDS	582				hypothetical protein
EPBGNNHA_01557	gene	1260	bepA			
EPBGNNHA_01557	CDS	1260	bepA	3.4.-.-		Beta-barrel assembly-enhancing protease
EPBGNNHA_01558	gene	1047				
EPBGNNHA_01558	CDS	1047				hypothetical protein
EPBGNNHA_01559	gene	276	hupA			
EPBGNNHA_01559	CDS	276	hupA		COG0776	DNA-binding protein HU 1
EPBGNNHA_01560	gene	1311	der			
EPBGNNHA_01560	CDS	1311	der		COG1160	GTPase Der
EPBGNNHA_01561	gene	1230	ypfD			
EPBGNNHA_01561	CDS	1230	ypfD		COG0539	30S ribosomal protein S1 
EPBGNNHA_01562	gene	681	cmk			
EPBGNNHA_01562	CDS	681	cmk	2.7.4.25	COG0283	Cytidylate kinase
EPBGNNHA_01563	gene	636				
EPBGNNHA_01563	CDS	636				hypothetical protein
EPBGNNHA_01564	gene	1404	recQ_2			
EPBGNNHA_01564	CDS	1404	recQ_2	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
EPBGNNHA_01565	gene	1032				
EPBGNNHA_01565	CDS	1032				hypothetical protein
EPBGNNHA_01566	gene	222				
EPBGNNHA_01566	CDS	222				hypothetical protein
EPBGNNHA_01567	gene	738				
EPBGNNHA_01567	CDS	738				hypothetical protein
EPBGNNHA_01568	gene	1341				
EPBGNNHA_01568	CDS	1341		3.4.13.-		Putative dipeptidase
EPBGNNHA_01569	gene	1524				
EPBGNNHA_01569	CDS	1524				hypothetical protein
EPBGNNHA_01570	gene	612	fmnP			
EPBGNNHA_01570	CDS	612	fmnP		COG3601	Riboflavin transporter FmnP
EPBGNNHA_01571	gene	717	rluB_1			
EPBGNNHA_01571	CDS	717	rluB_1	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
EPBGNNHA_01572	gene	570	scpB			
EPBGNNHA_01572	CDS	570	scpB			Segregation and condensation protein B
EPBGNNHA_01573	gene	798	scpA			
EPBGNNHA_01573	CDS	798	scpA		COG1354	Segregation and condensation protein A
EPBGNNHA_01574	gene	372	ribT			
EPBGNNHA_01574	CDS	372	ribT	2.3.1.-		Protein RibT
EPBGNNHA_01575	gene	888	xerD			
EPBGNNHA_01575	CDS	888	xerD			Tyrosine recombinase XerD
EPBGNNHA_01576	gene	171				
EPBGNNHA_01576	CDS	171				hypothetical protein
EPBGNNHA_01577	gene	468	fur			
EPBGNNHA_01577	CDS	468	fur		COG0735	Ferric uptake regulation protein
EPBGNNHA_01578	gene	864	cvfB			
EPBGNNHA_01578	CDS	864	cvfB			Conserved virulence factor B
EPBGNNHA_01579	gene	2103	mapZ			
EPBGNNHA_01579	CDS	2103	mapZ			Mid-cell-anchored protein Z
EPBGNNHA_01580	gene	1296				
EPBGNNHA_01580	CDS	1296				ISL3 family transposase ISEfa11
EPBGNNHA_01581	gene	1110	sigA			
EPBGNNHA_01581	CDS	1110	sigA		COG0568	RNA polymerase sigma factor SigA
EPBGNNHA_01582	gene	1842	dnaG			
EPBGNNHA_01582	CDS	1842	dnaG	2.7.7.-	COG0358	DNA primase
EPBGNNHA_01583	gene	2316	ctpE_2			
EPBGNNHA_01583	CDS	2316	ctpE_2	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
EPBGNNHA_01584	gene	861				
EPBGNNHA_01584	CDS	861				hypothetical protein
EPBGNNHA_01585	gene	342				
EPBGNNHA_01585	CDS	342				hypothetical protein
EPBGNNHA_01586	gene	720	ydjP			
EPBGNNHA_01586	CDS	720	ydjP	3.-.-.-	COG0596	AB hydrolase superfamily protein YdjP
EPBGNNHA_01587	gene	2592	mprF_1			
EPBGNNHA_01587	CDS	2592	mprF_1	2.3.2.3		Phosphatidylglycerol lysyltransferase
EPBGNNHA_01588	gene	1188	tuf_1			
EPBGNNHA_01588	CDS	1188	tuf_1			Elongation factor Tu
EPBGNNHA_01589	gene	357				
EPBGNNHA_01589	CDS	357				hypothetical protein
EPBGNNHA_01590	gene	1005				
EPBGNNHA_01590	CDS	1005				hypothetical protein
EPBGNNHA_01591	gene	852	yvgN			
EPBGNNHA_01591	CDS	852	yvgN	1.1.1.-	COG0656	Glyoxal reductase
EPBGNNHA_01592	gene	246				
EPBGNNHA_01592	CDS	246				hypothetical protein
EPBGNNHA_01593	gene	705				
EPBGNNHA_01593	CDS	705				hypothetical protein
EPBGNNHA_01594	gene	1263	mvaA			
EPBGNNHA_01594	CDS	1263	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
EPBGNNHA_01595	gene	1221	thlA			
EPBGNNHA_01595	CDS	1221	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
EPBGNNHA_01596	gene	1155	mvaS			
EPBGNNHA_01596	CDS	1155	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
EPBGNNHA_01597	gene	753				
EPBGNNHA_01597	CDS	753				hypothetical protein
EPBGNNHA_01598	gene	2667				
EPBGNNHA_01598	CDS	2667		7.2.2.10	COG0474	Calcium-transporting ATPase
EPBGNNHA_01599	gene	1452	clsA_2			
EPBGNNHA_01599	CDS	1452	clsA_2	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
EPBGNNHA_01600	gene	816	thiD			
EPBGNNHA_01600	CDS	816	thiD	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
EPBGNNHA_01601	gene	276				
EPBGNNHA_01601	CDS	276				hypothetical protein
EPBGNNHA_01602	gene	456	spxA_2			
EPBGNNHA_01602	CDS	456	spxA_2		COG1393	Regulatory protein Spx
EPBGNNHA_01603	gene	750				
EPBGNNHA_01603	CDS	750				hypothetical protein
EPBGNNHA_01604	gene	327				
EPBGNNHA_01604	CDS	327				hypothetical protein
EPBGNNHA_01605	gene	441				
EPBGNNHA_01605	CDS	441				Putative universal stress protein
EPBGNNHA_01606	gene	1398	gmuD_2			
EPBGNNHA_01606	CDS	1398	gmuD_2	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
EPBGNNHA_01607	gene	1272	gmuC_1			
EPBGNNHA_01607	CDS	1272	gmuC_1		COG1455	PTS system oligo-beta-mannoside-specific EIIC component
EPBGNNHA_01608	gene	720	gmuR			
EPBGNNHA_01608	CDS	720	gmuR		COG2188	HTH-type transcriptional regulator GmuR
EPBGNNHA_01609	gene	975	mhqA			
EPBGNNHA_01609	CDS	975	mhqA	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
EPBGNNHA_01610	gene	606	mhqD			
EPBGNNHA_01610	CDS	606	mhqD	3.1.-.-	COG0400	Putative hydrolase MhqD
EPBGNNHA_01611	gene	753	mtnB			
EPBGNNHA_01611	CDS	753	mtnB	4.2.1.109		Methylthioribulose-1-phosphate dehydratase
EPBGNNHA_01612	gene	261				
EPBGNNHA_01612	CDS	261				hypothetical protein
EPBGNNHA_01613	gene	1362	gatC_2			
EPBGNNHA_01613	CDS	1362	gatC_2		COG3775	PTS system galactitol-specific EIIC component
EPBGNNHA_01614	gene	300				
EPBGNNHA_01614	CDS	300				hypothetical protein
EPBGNNHA_01615	gene	459	gatA_2			
EPBGNNHA_01615	CDS	459	gatA_2		COG1762	PTS system galactitol-specific EIIA component
EPBGNNHA_01616	gene	792	lacR_1			
EPBGNNHA_01616	CDS	792	lacR_1			Lactose phosphotransferase system repressor
EPBGNNHA_01617	gene	954	lacC_2			
EPBGNNHA_01617	CDS	954	lacC_2	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
EPBGNNHA_01618	gene	975				
EPBGNNHA_01618	CDS	975			COG1073	putative protein
EPBGNNHA_01619	gene	435				
EPBGNNHA_01619	CDS	435			COG0789	putative HTH-type transcriptional regulator
EPBGNNHA_01620	gene	1023				
EPBGNNHA_01620	CDS	1023				hypothetical protein
EPBGNNHA_01621	gene	423	arsC			
EPBGNNHA_01621	CDS	423	arsC	1.20.4.4	COG0394	Arsenate reductase
EPBGNNHA_01622	gene	1923	manR_1			
EPBGNNHA_01622	CDS	1923	manR_1		COG1762	Transcriptional regulator ManR
EPBGNNHA_01623	gene	1941	manP			
EPBGNNHA_01623	CDS	1941	manP		COG1299	PTS system mannose-specific EIIBCA component
EPBGNNHA_01624	gene	741	dgaF			
EPBGNNHA_01624	CDS	741	dgaF	4.1.2.14		2-dehydro-3-deoxy-phosphogluconate aldolase
EPBGNNHA_01625	gene	1092	dgaE			
EPBGNNHA_01625	CDS	1092	dgaE	4.3.1.29		D-glucosaminate-6-phosphate ammonia lyase
EPBGNNHA_01626	gene	1107				
EPBGNNHA_01626	CDS	1107		3.1.1.-	COG3964	Deacetylase
EPBGNNHA_01627	gene	678				
EPBGNNHA_01627	CDS	678				hypothetical protein
EPBGNNHA_01628	gene	780				
EPBGNNHA_01628	CDS	780				hypothetical protein
EPBGNNHA_01629	gene	351				
EPBGNNHA_01629	CDS	351				hypothetical protein
EPBGNNHA_01630	gene	357				
EPBGNNHA_01630	CDS	357				hypothetical protein
EPBGNNHA_01631	gene	1251				
EPBGNNHA_01631	CDS	1251				IS110 family transposase ISSpn10
EPBGNNHA_01632	gene	333				
EPBGNNHA_01632	CDS	333				hypothetical protein
EPBGNNHA_01633	gene	1863				
EPBGNNHA_01633	CDS	1863				hypothetical protein
EPBGNNHA_01634	gene	954				
EPBGNNHA_01634	CDS	954			COG2826	IS30 family transposase IS1252
EPBGNNHA_01635	gene	195				
EPBGNNHA_01635	CDS	195				hypothetical protein
EPBGNNHA_01636	gene	300				
EPBGNNHA_01636	CDS	300				hypothetical protein
EPBGNNHA_01637	gene	435				
EPBGNNHA_01637	CDS	435				hypothetical protein
EPBGNNHA_01638	gene	711	araD			
EPBGNNHA_01638	CDS	711	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
EPBGNNHA_01639	gene	861	ulaE			
EPBGNNHA_01639	CDS	861	ulaE	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
EPBGNNHA_01640	gene	639	sgbH			
EPBGNNHA_01640	CDS	639	sgbH	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase SgbH
EPBGNNHA_01641	gene	300				
EPBGNNHA_01641	CDS	300				hypothetical protein
EPBGNNHA_01642	gene	1485	ulaA_2			
EPBGNNHA_01642	CDS	1485	ulaA_2		COG3037	Ascorbate-specific PTS system EIIC component
EPBGNNHA_01643	gene	462				
EPBGNNHA_01643	CDS	462				hypothetical protein
EPBGNNHA_01644	gene	1068	ulaG			
EPBGNNHA_01644	CDS	1068	ulaG	3.1.1.-	COG2220	putative L-ascorbate-6-phosphate lactonase UlaG
EPBGNNHA_01645	gene	771	srlR			
EPBGNNHA_01645	CDS	771	srlR		COG1349	Glucitol operon repressor
EPBGNNHA_01646	gene	828				
EPBGNNHA_01646	CDS	828				hypothetical protein
EPBGNNHA_01647	gene	1236				
EPBGNNHA_01647	CDS	1236				hypothetical protein
EPBGNNHA_01648	gene	261				
EPBGNNHA_01648	CDS	261				hypothetical protein
EPBGNNHA_01649	gene	1302	licC_1			
EPBGNNHA_01649	CDS	1302	licC_1		COG1455	Lichenan permease IIC component
EPBGNNHA_01650	gene	459	ptsG_1			
EPBGNNHA_01650	CDS	459	ptsG_1	2.7.1.199		PTS system glucose-specific EIICBA component
EPBGNNHA_01651	gene	1329	malH			
EPBGNNHA_01651	CDS	1329	malH	3.2.1.122	COG1486	Maltose-6'-phosphate glucosidase MalH
EPBGNNHA_01652	gene	1413	gamP			
EPBGNNHA_01652	CDS	1413	gamP		COG2190	Putative PTS system glucosamine-specific EIICBA component
EPBGNNHA_01653	gene	765				
EPBGNNHA_01653	CDS	765		3.5.1.-	COG3394	Carbohydrate deacetylase
EPBGNNHA_01654	gene	876	licT_3			
EPBGNNHA_01654	CDS	876	licT_3		COG3711	Transcription antiterminator LicT
EPBGNNHA_01655	gene	87				
EPBGNNHA_01655	tRNA	87				tRNA-Leu(caa)
EPBGNNHA_01656	gene	74				
EPBGNNHA_01656	tRNA	74				tRNA-Gln(ttg)
EPBGNNHA_01657	gene	74				
EPBGNNHA_01657	tRNA	74				tRNA-His(gtg)
EPBGNNHA_01658	gene	87				
EPBGNNHA_01658	tRNA	87				tRNA-Leu(caa)
EPBGNNHA_01659	gene	71				
EPBGNNHA_01659	tRNA	71				tRNA-Cys(gca)
EPBGNNHA_01660	gene	74				
EPBGNNHA_01660	tRNA	74				tRNA-Gln(ttg)
EPBGNNHA_01661	gene	74				
EPBGNNHA_01661	tRNA	74				tRNA-His(gtg)
EPBGNNHA_01662	gene	74				
EPBGNNHA_01662	tRNA	74				tRNA-Trp(cca)
EPBGNNHA_01663	gene	83				
EPBGNNHA_01663	tRNA	83				tRNA-Tyr(gta)
EPBGNNHA_01664	gene	76				
EPBGNNHA_01664	tRNA	76				tRNA-Phe(gaa)
EPBGNNHA_01665	gene	76				
EPBGNNHA_01665	tRNA	76				tRNA-Asp(gtc)
EPBGNNHA_01666	gene	75				
EPBGNNHA_01666	tRNA	75				tRNA-Val(tac)
EPBGNNHA_01667	gene	74				
EPBGNNHA_01667	tRNA	74				tRNA-Glu(ttc)
EPBGNNHA_01668	gene	92				
EPBGNNHA_01668	tRNA	92				tRNA-Ser(gga)
EPBGNNHA_01669	gene	76				
EPBGNNHA_01669	tRNA	76				tRNA-Asn(gtt)
EPBGNNHA_01670	gene	111				
EPBGNNHA_01670	rRNA	111				5S ribosomal RNA
EPBGNNHA_01671	gene	2911				
EPBGNNHA_01671	rRNA	2911				23S ribosomal RNA
EPBGNNHA_01672	gene	73				
EPBGNNHA_01672	tRNA	73				tRNA-Ala(tgc)
EPBGNNHA_01673	gene	1558				
EPBGNNHA_01673	rRNA	1558				16S ribosomal RNA
EPBGNNHA_01674	gene	1506	sasA_2			
EPBGNNHA_01674	CDS	1506	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
EPBGNNHA_01675	gene	687	arlR_1			
EPBGNNHA_01675	CDS	687	arlR_1		COG0745	Response regulator ArlR
EPBGNNHA_01676	gene	1422	gnd			
EPBGNNHA_01676	CDS	1422	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
EPBGNNHA_01677	gene	180	rpmF_1			
EPBGNNHA_01677	CDS	180	rpmF_1			50S ribosomal protein L32
EPBGNNHA_01678	gene	570				
EPBGNNHA_01678	CDS	570				hypothetical protein
EPBGNNHA_01679	gene	903	gltC_1			
EPBGNNHA_01679	CDS	903	gltC_1			HTH-type transcriptional regulator GltC
EPBGNNHA_01680	gene	1785	pyk			
EPBGNNHA_01680	CDS	1785	pyk	2.7.1.40	COG0469	Pyruvate kinase
EPBGNNHA_01681	gene	963	pfkA			
EPBGNNHA_01681	CDS	963	pfkA	2.7.1.11		ATP-dependent 6-phosphofructokinase
EPBGNNHA_01682	gene	3315	dnaE			
EPBGNNHA_01682	CDS	3315	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
EPBGNNHA_01683	gene	186				
EPBGNNHA_01683	CDS	186				hypothetical protein
EPBGNNHA_01684	gene	1197	sbnD_2			
EPBGNNHA_01684	CDS	1197	sbnD_2			Staphyloferrin B transporter
EPBGNNHA_01685	gene	1296				
EPBGNNHA_01685	CDS	1296				ISL3 family transposase ISEfa5
EPBGNNHA_01686	gene	1437	pbuO			
EPBGNNHA_01686	CDS	1437	pbuO		COG2252	Guanine/hypoxanthine permease PbuO
EPBGNNHA_01687	gene	810	yitU			
EPBGNNHA_01687	CDS	810	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
EPBGNNHA_01688	gene	1296				
EPBGNNHA_01688	CDS	1296				ISL3 family transposase IS1251
EPBGNNHA_01689	gene	2154	penA			
EPBGNNHA_01689	CDS	2154	penA		COG0768	Penicillin-binding protein 2B
EPBGNNHA_01690	gene	849	ybbH_2			
EPBGNNHA_01690	CDS	849	ybbH_2		COG1737	putative HTH-type transcriptional regulator YbbH
EPBGNNHA_01691	gene	1941	thrS			
EPBGNNHA_01691	CDS	1941	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
EPBGNNHA_01692	gene	180				
EPBGNNHA_01692	CDS	180		5.3.2.-		putative tautomerase
EPBGNNHA_01693	gene	1824	ziaA			
EPBGNNHA_01693	CDS	1824	ziaA	7.2.2.12		Zinc-transporting ATPase
EPBGNNHA_01694	gene	2280	helD_1			
EPBGNNHA_01694	CDS	2280	helD_1	3.6.4.12	COG3973	DNA helicase IV
EPBGNNHA_01695	gene	648				
EPBGNNHA_01695	CDS	648				hypothetical protein
EPBGNNHA_01696	gene	1296				
EPBGNNHA_01696	CDS	1296				ISL3 family transposase ISEfa11
EPBGNNHA_01697	gene	720	yeeN			
EPBGNNHA_01697	CDS	720	yeeN		COG0217	putative transcriptional regulatory protein YeeN
EPBGNNHA_01698	gene	1152	tmcAL			
EPBGNNHA_01698	CDS	1152	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
EPBGNNHA_01699	gene	741	COQ5_2			
EPBGNNHA_01699	CDS	741	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
EPBGNNHA_01700	gene	261	rsfS			
EPBGNNHA_01700	CDS	261	rsfS		COG0799	Ribosomal silencing factor RsfS
EPBGNNHA_01701	gene	594				
EPBGNNHA_01701	CDS	594				hypothetical protein
EPBGNNHA_01702	gene	651	nadD			
EPBGNNHA_01702	CDS	651	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
EPBGNNHA_01703	gene	312				
EPBGNNHA_01703	CDS	312			COG1534	RNA-binding protein
EPBGNNHA_01704	gene	1110	yqeH			
EPBGNNHA_01704	CDS	1110	yqeH		COG1161	putative protein YqeH
EPBGNNHA_01705	gene	528				
EPBGNNHA_01705	CDS	528				hypothetical protein
EPBGNNHA_01706	gene	786	accA			
EPBGNNHA_01706	CDS	786	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
EPBGNNHA_01707	gene	870	accD			
EPBGNNHA_01707	CDS	870	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
EPBGNNHA_01708	gene	1380	cfiB			
EPBGNNHA_01708	CDS	1380	cfiB	6.4.1.7	COG0439	2-oxoglutarate carboxylase small subunit
EPBGNNHA_01709	gene	420	fabZ_2			
EPBGNNHA_01709	CDS	420	fabZ_2	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
EPBGNNHA_01710	gene	477	accB			
EPBGNNHA_01710	CDS	477	accB			Biotin carboxyl carrier protein of acetyl-CoA carboxylase
EPBGNNHA_01711	gene	1236	fabF			
EPBGNNHA_01711	CDS	1236	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
EPBGNNHA_01712	gene	738	fabG_2			
EPBGNNHA_01712	CDS	738	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
EPBGNNHA_01713	gene	918	fabD			
EPBGNNHA_01713	CDS	918	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
EPBGNNHA_01714	gene	225	acpA			
EPBGNNHA_01714	CDS	225	acpA		COG0236	Acyl carrier protein
EPBGNNHA_01715	gene	963	fabH			
EPBGNNHA_01715	CDS	963	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
EPBGNNHA_01716	gene	441				
EPBGNNHA_01716	CDS	441				hypothetical protein
EPBGNNHA_01717	gene	966	uvrC_2			
EPBGNNHA_01717	CDS	966	uvrC_2			UvrABC system protein C
EPBGNNHA_01718	gene	231	ykuJ			
EPBGNNHA_01718	CDS	231	ykuJ		COG4703	putative protein YkuJ
EPBGNNHA_01719	gene	888	glxR			
EPBGNNHA_01719	CDS	888	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
EPBGNNHA_01720	gene	1224				
EPBGNNHA_01720	CDS	1224		2.4.1.337	COG0438	Alpha-monoglucosyldiacylglycerol synthase
EPBGNNHA_01721	gene	1047	dgs			
EPBGNNHA_01721	CDS	1047	dgs	2.4.1.208	COG0438	Processive diacylglycerol alpha-glucosyltransferase
EPBGNNHA_01722	gene	1728	ptsI			
EPBGNNHA_01722	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
EPBGNNHA_01723	gene	267	ptsH			
EPBGNNHA_01723	CDS	267	ptsH		COG1925	Phosphocarrier protein HPr
EPBGNNHA_01724	gene	2097	clpE			
EPBGNNHA_01724	CDS	2097	clpE		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpE
EPBGNNHA_01725	gene	321				
EPBGNNHA_01725	CDS	321				hypothetical protein
